date,hour,village_ward,pump_id,liters_pumped,power_kwh
2024-06-04,15,Ward_C,PUMP_C01,44.48,0.0356
2024-06-04,15,Ward_D,PUMP_D01,43.19,0.0345
2024-06-04,15,Ward_E,PUMP_E01,49.78,0.0398
2024-06-04,16,Ward_A,PUMP_A01,51.54,0.0412
2024-06-04,16,Ward_B,PUMP_B01,49.87,0.0399
2024-06-04,16,Ward_C,PUMP_C01,41.73,0.0334
2024-06-04,16,Ward_D,PUMP_D01,49.64,0.0397
2024-06-04,16,Ward_E,PUMP_E01,44.78,0.0358
2024-06-04,17,Ward_A,PUMP_A01,526.79,0.4214
2024-06-04,17,Ward_B,PUMP_B01,514.66,0.4117
2024-06-04,17,Ward_C,PUMP_C01,462.4,0.3699
2024-06-04,17,Ward_D,PUMP_D01,479.45,0.3836
2024-06-04,17,Ward_E,PUMP_E01,457.63,0.3661
2024-06-04,18,Ward_A,PUMP_A01,497.49,0.398
2024-06-04,18,Ward_B,PUMP_B01,538.21,0.4306
2024-06-04,18,Ward_C,PUMP_C01,460.57,0.3685
2024-06-04,18,Ward_D,PUMP_D01,520.16,0.4161
2024-06-04,18,Ward_E,PUMP_E01,478.79,0.383
2024-06-04,19,Ward_A,PUMP_A01,468.29,0.3746
2024-06-04,19,Ward_B,PUMP_B01,495.72,0.3966
2024-06-04,19,Ward_C,PUMP_C01,458.59,0.3669
2024-06-04,19,Ward_D,PUMP_D01,477.85,0.3823
2024-06-04,19,Ward_E,PUMP_E01,452.08,0.3617
2024-06-04,20,Ward_A,PUMP_A01,57.86,0.0463
2024-06-04,20,Ward_B,PUMP_B01,50.14,0.0401
2024-06-04,20,Ward_C,PUMP_C01,47.2,0.0378
2024-06-04,20,Ward_D,PUMP_D01,50.86,0.0407
2024-06-04,20,Ward_E,PUMP_E01,49.55,0.0396
2024-06-04,21,Ward_A,PUMP_A01,49.12,0.0393
2024-06-04,21,Ward_B,PUMP_B01,52.46,0.042
2024-06-04,21,Ward_C,PUMP_C01,53.03,0.0424
2024-06-04,21,Ward_D,PUMP_D01,47.88,0.0383
2024-06-04,21,Ward_E,PUMP_E01,47.7,0.0382
2024-06-04,22,Ward_A,PUMP_A01,48.9,0.0391
2024-06-04,22,Ward_B,PUMP_B01,40.79,0.0326
2024-06-04,22,Ward_C,PUMP_C01,43.94,0.0352
2024-06-04,22,Ward_D,PUMP_D01,55.47,0.0444
2024-06-04,22,Ward_E,PUMP_E01,56.58,0.0453
2024-06-04,23,Ward_A,PUMP_A01,49.0,0.0392
2024-06-04,23,Ward_B,PUMP_B01,52.31,0.0418
2024-06-04,23,Ward_C,PUMP_C01,51.25,0.041
2024-06-04,23,Ward_D,PUMP_D01,62.32,0.0499
2024-06-04,23,Ward_E,PUMP_E01,54.48,0.0436
2024-06-05,0,Ward_A,PUMP_A01,49.49,0.0396
2024-06-05,0,Ward_B,PUMP_B01,46.18,0.0369
2024-06-05,0,Ward_C,PUMP_C01,43.57,0.0349
2024-06-05,0,Ward_D,PUMP_D01,50.81,0.0407
2024-06-05,0,Ward_E,PUMP_E01,46.97,0.0376
2024-06-05,1,Ward_A,PUMP_A01,44.31,0.0354
2024-06-05,1,Ward_B,PUMP_B01,47.41,0.0379
2024-06-05,1,Ward_C,PUMP_C01,45.67,0.0365
2024-06-05,1,Ward_D,PUMP_D01,56.75,0.0454
2024-06-05,1,Ward_E,PUMP_E01,53.53,0.0428
2024-06-05,2,Ward_A,PUMP_A01,49.97,0.04
2024-06-05,2,Ward_B,PUMP_B01,55.92,0.0447
2024-06-05,2,Ward_C,PUMP_C01,50.31,0.0402
2024-06-05,2,Ward_D,PUMP_D01,46.55,0.0372
2024-06-05,2,Ward_E,PUMP_E01,56.09,0.0449
2024-06-05,3,Ward_A,PUMP_A01,52.16,0.0417
2024-06-05,3,Ward_B,PUMP_B01,45.85,0.0367
2024-06-05,3,Ward_C,PUMP_C01,49.24,0.0394
2024-06-05,3,Ward_D,PUMP_D01,46.5,0.0372
2024-06-05,3,Ward_E,PUMP_E01,44.47,0.0356
2024-06-05,4,Ward_A,PUMP_A01,53.7,0.043
2024-06-05,4,Ward_B,PUMP_B01,57.64,0.0461
2024-06-05,4,Ward_C,PUMP_C01,44.41,0.0355
2024-06-05,4,Ward_D,PUMP_D01,52.25,0.0418
2024-06-05,4,Ward_E,PUMP_E01,47.4,0.0379
2024-06-05,5,Ward_A,PUMP_A01,48.05,0.0384
2024-06-05,5,Ward_B,PUMP_B01,47.63,0.0381
2024-06-05,5,Ward_C,PUMP_C01,46.54,0.0372
2024-06-05,5,Ward_D,PUMP_D01,50.19,0.0402
2024-06-05,5,Ward_E,PUMP_E01,46.68,0.0373
2024-06-05,6,Ward_A,PUMP_A01,510.82,0.4087
2024-06-05,6,Ward_B,PUMP_B01,497.99,0.3984
2024-06-05,6,Ward_C,PUMP_C01,490.44,0.3924
2024-06-05,6,Ward_D,PUMP_D01,463.7,0.371
2024-06-05,6,Ward_E,PUMP_E01,476.93,0.3815
2024-06-05,7,Ward_A,PUMP_A01,530.22,0.4242
2024-06-05,7,Ward_B,PUMP_B01,520.04,0.416
2024-06-05,7,Ward_C,PUMP_C01,460.9,0.3687
2024-06-05,7,Ward_D,PUMP_D01,503.97,0.4032
2024-06-05,7,Ward_E,PUMP_E01,530.06,0.424
2024-06-05,8,Ward_A,PUMP_A01,433.22,0.3466
2024-06-05,8,Ward_B,PUMP_B01,521.73,0.4174
2024-06-05,8,Ward_C,PUMP_C01,473.5,0.3788
2024-06-05,8,Ward_D,PUMP_D01,522.82,0.4183
2024-06-05,8,Ward_E,PUMP_E01,469.47,0.3756
2024-06-05,9,Ward_A,PUMP_A01,42.78,0.0342
2024-06-05,9,Ward_B,PUMP_B01,43.49,0.0348
2024-06-05,9,Ward_C,PUMP_C01,50.19,0.0402
2024-06-05,9,Ward_D,PUMP_D01,51.04,0.0408
2024-06-05,9,Ward_E,PUMP_E01,46.38,0.0371
2024-06-05,10,Ward_A,PUMP_A01,52.55,0.042
2024-06-05,10,Ward_B,PUMP_B01,43.35,0.0347
2024-06-05,10,Ward_C,PUMP_C01,49.74,0.0398
2024-06-05,10,Ward_D,PUMP_D01,45.16,0.0361
2024-06-05,10,Ward_E,PUMP_E01,47.39,0.0379
2024-06-05,11,Ward_A,PUMP_A01,50.19,0.0402
2024-06-05,11,Ward_B,PUMP_B01,46.56,0.0372
2024-06-05,11,Ward_C,PUMP_C01,48.46,0.0388
2024-06-05,11,Ward_D,PUMP_D01,54.03,0.0432
2024-06-05,11,Ward_E,PUMP_E01,47.69,0.0382
2024-06-05,12,Ward_A,PUMP_A01,53.34,0.0427
2024-06-05,12,Ward_B,PUMP_B01,45.48,0.0364
2024-06-05,12,Ward_C,PUMP_C01,52.12,0.0417
2024-06-05,12,Ward_D,PUMP_D01,55.77,0.0446
2024-06-05,12,Ward_E,PUMP_E01,40.11,0.0321
2024-06-05,13,Ward_A,PUMP_A01,46.81,0.0374
2024-06-05,13,Ward_B,PUMP_B01,52.31,0.0418
2024-06-05,13,Ward_C,PUMP_C01,49.19,0.0394
2024-06-05,13,Ward_D,PUMP_D01,51.48,0.0412
2024-06-05,13,Ward_E,PUMP_E01,47.58,0.0381
2024-06-05,14,Ward_A,PUMP_A01,50.35,0.0403
2024-06-05,14,Ward_B,PUMP_B01,49.38,0.0395
2024-06-05,14,Ward_C,PUMP_C01,54.67,0.0437
2024-06-05,14,Ward_D,PUMP_D01,51.02,0.0408
2024-06-05,14,Ward_E,PUMP_E01,51.35,0.0411
2024-06-05,15,Ward_A,PUMP_A01,48.35,0.0387
2024-06-05,15,Ward_B,PUMP_B01,48.05,0.0384
2024-06-05,15,Ward_C,PUMP_C01,48.27,0.0386
2024-06-05,15,Ward_D,PUMP_D01,51.58,0.0413
2024-06-05,15,Ward_E,PUMP_E01,48.32,0.0387
2024-06-05,16,Ward_A,PUMP_A01,51.16,0.0409
2024-06-05,16,Ward_B,PUMP_B01,58.3,0.0466
2024-06-05,16,Ward_C,PUMP_C01,53.48,0.0428
2024-06-05,16,Ward_D,PUMP_D01,48.7,0.039
2024-06-05,16,Ward_E,PUMP_E01,54.8,0.0438
2024-06-05,17,Ward_A,PUMP_A01,483.68,0.3869
2024-06-05,17,Ward_B,PUMP_B01,418.48,0.3348
2024-06-05,17,Ward_C,PUMP_C01,459.68,0.3677
2024-06-05,17,Ward_D,PUMP_D01,425.17,0.3401
2024-06-05,17,Ward_E,PUMP_E01,485.94,0.3888
2024-06-05,18,Ward_A,PUMP_A01,500.74,0.4006
2024-06-05,18,Ward_B,PUMP_B01,567.06,0.4536
2024-06-05,18,Ward_C,PUMP_C01,513.08,0.4105
2024-06-05,18,Ward_D,PUMP_D01,491.24,0.393
2024-06-05,18,Ward_E,PUMP_E01,533.18,0.4265
2024-06-05,19,Ward_A,PUMP_A01,411.55,0.3292
2024-06-05,19,Ward_B,PUMP_B01,509.42,0.4075
2024-06-05,19,Ward_C,PUMP_C01,530.83,0.4247
2024-06-05,19,Ward_D,PUMP_D01,440.86,0.3527
2024-06-05,19,Ward_E,PUMP_E01,545.75,0.4366
2024-06-05,20,Ward_A,PUMP_A01,51.35,0.0411
2024-06-05,20,Ward_B,PUMP_B01,48.34,0.0387
2024-06-05,20,Ward_C,PUMP_C01,52.53,0.042
2024-06-05,20,Ward_D,PUMP_D01,59.08,0.0473
2024-06-05,20,Ward_E,PUMP_E01,50.73,0.0406
2024-06-05,21,Ward_A,PUMP_A01,50.99,0.0408
2024-06-05,21,Ward_B,PUMP_B01,48.16,0.0385
2024-06-05,21,Ward_C,PUMP_C01,46.6,0.0373
2024-06-05,21,Ward_D,PUMP_D01,53.32,0.0427
2024-06-05,21,Ward_E,PUMP_E01,46.58,0.0373
2024-06-05,22,Ward_A,PUMP_A01,50.29,0.0402
2024-06-05,22,Ward_B,PUMP_B01,48.09,0.0385
2024-06-05,22,Ward_C,PUMP_C01,51.92,0.0415
2024-06-05,22,Ward_D,PUMP_D01,51.33,0.0411
2024-06-05,22,Ward_E,PUMP_E01,54.15,0.0433
2024-06-05,23,Ward_A,PUMP_A01,47.96,0.0384
2024-06-05,23,Ward_B,PUMP_B01,48.92,0.0391
2024-06-05,23,Ward_C,PUMP_C01,46.08,0.0369
2024-06-05,23,Ward_D,PUMP_D01,48.22,0.0386
2024-06-05,23,Ward_E,PUMP_E01,51.51,0.0412
2024-06-06,0,Ward_A,PUMP_A01,53.03,0.0424
2024-06-06,0,Ward_B,PUMP_B01,46.31,0.037
2024-06-06,0,Ward_C,PUMP_C01,53.48,0.0428
2024-06-06,0,Ward_D,PUMP_D01,55.42,0.0443
2024-06-06,0,Ward_E,PUMP_E01,51.65,0.0413
2024-06-06,1,Ward_A,PUMP_A01,57.51,0.046
2024-06-06,1,Ward_B,PUMP_B01,46.9,0.0375
2024-06-06,1,Ward_C,PUMP_C01,45.02,0.036
2024-06-06,1,Ward_D,PUMP_D01,42.89,0.0343
2024-06-06,1,Ward_E,PUMP_E01,55.98,0.0448
2024-06-06,2,Ward_A,PUMP_A01,52.62,0.0421
2024-06-06,2,Ward_B,PUMP_B01,49.78,0.0398
2024-06-06,2,Ward_C,PUMP_C01,51.12,0.0409
2024-06-06,2,Ward_D,PUMP_D01,45.5,0.0364
2024-06-06,2,Ward_E,PUMP_E01,59.78,0.0478
2024-06-06,3,Ward_A,PUMP_A01,50.52,0.0404
2024-06-06,3,Ward_B,PUMP_B01,50.44,0.0404
2024-06-06,3,Ward_C,PUMP_C01,52.9,0.0423
2024-06-06,3,Ward_D,PUMP_D01,51.92,0.0415
2024-06-06,3,Ward_E,PUMP_E01,50.9,0.0407
2024-06-06,4,Ward_A,PUMP_A01,46.84,0.0375
2024-06-06,4,Ward_B,PUMP_B01,51.89,0.0415
2024-06-06,4,Ward_C,PUMP_C01,57.53,0.046
2024-06-06,4,Ward_D,PUMP_D01,55.38,0.0443
2024-06-06,4,Ward_E,PUMP_E01,56.37,0.0451
2024-06-06,5,Ward_A,PUMP_A01,47.96,0.0384
2024-06-06,5,Ward_B,PUMP_B01,46.04,0.0368
2024-06-06,5,Ward_C,PUMP_C01,49.5,0.0396
2024-06-06,5,Ward_D,PUMP_D01,50.22,0.0402
2024-06-06,5,Ward_E,PUMP_E01,54.38,0.0435
2024-06-06,6,Ward_A,PUMP_A01,432.3,0.3458
2024-06-06,6,Ward_B,PUMP_B01,561.18,0.4489
2024-06-06,6,Ward_C,PUMP_C01,493.68,0.3949
2024-06-06,6,Ward_D,PUMP_D01,482.92,0.3863
2024-06-06,6,Ward_E,PUMP_E01,459.52,0.3676
2024-06-06,7,Ward_A,PUMP_A01,433.81,0.347
2024-06-06,7,Ward_B,PUMP_B01,532.93,0.4263
2024-06-06,7,Ward_C,PUMP_C01,502.93,0.4023
2024-06-06,7,Ward_D,PUMP_D01,448.4,0.3587
2024-06-06,7,Ward_E,PUMP_E01,448.2,0.3586
2024-06-06,8,Ward_A,PUMP_A01,486.57,0.3893
2024-06-06,8,Ward_B,PUMP_B01,566.76,0.4534
2024-06-06,8,Ward_C,PUMP_C01,489.62,0.3917
2024-06-06,8,Ward_D,PUMP_D01,439.87,0.3519
2024-06-06,8,Ward_E,PUMP_E01,490.17,0.3921
2024-06-06,9,Ward_A,PUMP_A01,48.91,0.0391
2024-06-06,9,Ward_B,PUMP_B01,39.21,0.0314
2024-06-06,9,Ward_C,PUMP_C01,49.78,0.0398
2024-06-06,9,Ward_D,PUMP_D01,49.08,0.0393
2024-06-06,9,Ward_E,PUMP_E01,52.78,0.0422
2024-06-06,10,Ward_A,PUMP_A01,57.4,0.0459
2024-06-06,10,Ward_B,PUMP_B01,54.51,0.0436
2024-06-06,10,Ward_C,PUMP_C01,48.92,0.0391
2024-06-06,10,Ward_D,PUMP_D01,45.57,0.0365
2024-06-06,10,Ward_E,PUMP_E01,60.29,0.0482
2024-06-06,11,Ward_A,PUMP_A01,50.24,0.0402
2024-06-06,11,Ward_B,PUMP_B01,50.06,0.04
2024-06-06,11,Ward_C,PUMP_C01,49.9,0.0399
2024-06-06,11,Ward_D,PUMP_D01,50.79,0.0406
2024-06-06,11,Ward_E,PUMP_E01,49.42,0.0395
2024-06-06,12,Ward_A,PUMP_A01,47.71,0.0382
2024-06-06,12,Ward_B,PUMP_B01,47.81,0.0383
2024-06-06,12,Ward_C,PUMP_C01,49.87,0.0399
2024-06-06,12,Ward_D,PUMP_D01,47.83,0.0383
2024-06-06,12,Ward_E,PUMP_E01,47.15,0.0377
2024-06-06,13,Ward_A,PUMP_A01,50.43,0.0403
2024-06-06,13,Ward_B,PUMP_B01,48.98,0.0392
2024-06-06,13,Ward_C,PUMP_C01,56.02,0.0448
2024-06-06,13,Ward_D,PUMP_D01,39.4,0.0315
2024-06-06,13,Ward_E,PUMP_E01,54.37,0.0435
2024-06-06,14,Ward_A,PUMP_A01,54.98,0.044
2024-06-06,14,Ward_B,PUMP_B01,41.71,0.0334
2024-06-06,14,Ward_C,PUMP_C01,48.63,0.0389
2024-06-06,14,Ward_D,PUMP_D01,48.51,0.0388
2024-06-06,14,Ward_E,PUMP_E01,44.37,0.0355
2024-06-06,15,Ward_A,PUMP_A01,46.89,0.0375
2024-06-06,15,Ward_B,PUMP_B01,45.56,0.0364
2024-06-06,15,Ward_C,PUMP_C01,57.01,0.0456
2024-06-06,15,Ward_D,PUMP_D01,53.74,0.043
2024-06-06,15,Ward_E,PUMP_E01,55.09,0.0441
2024-06-06,16,Ward_A,PUMP_A01,52.89,0.0423
2024-06-06,16,Ward_B,PUMP_B01,45.48,0.0364
2024-06-06,16,Ward_C,PUMP_C01,47.9,0.0383
2024-06-06,16,Ward_D,PUMP_D01,51.96,0.0416
2024-06-06,16,Ward_E,PUMP_E01,45.11,0.0361
2024-06-06,17,Ward_A,PUMP_A01,528.52,0.4228
2024-06-06,17,Ward_B,PUMP_B01,490.39,0.3923
2024-06-06,17,Ward_C,PUMP_C01,485.01,0.388
2024-06-06,17,Ward_D,PUMP_D01,528.44,0.4228
2024-06-06,17,Ward_E,PUMP_E01,517.77,0.4142
2024-06-06,18,Ward_A,PUMP_A01,485.56,0.3884
2024-06-06,18,Ward_B,PUMP_B01,546.37,0.4371
2024-06-06,18,Ward_C,PUMP_C01,456.76,0.3654
2024-06-06,18,Ward_D,PUMP_D01,524.64,0.4197
2024-06-06,18,Ward_E,PUMP_E01,523.72,0.419
2024-06-06,19,Ward_A,PUMP_A01,487.62,0.3901
2024-06-06,19,Ward_B,PUMP_B01,513.05,0.4104
2024-06-06,19,Ward_C,PUMP_C01,449.96,0.36
2024-06-06,19,Ward_D,PUMP_D01,536.96,0.4296
2024-06-06,19,Ward_E,PUMP_E01,492.6,0.3941
2024-06-06,20,Ward_A,PUMP_A01,47.91,0.0383
2024-06-06,20,Ward_B,PUMP_B01,54.2,0.0434
2024-06-06,20,Ward_C,PUMP_C01,47.18,0.0377
2024-06-06,20,Ward_D,PUMP_D01,44.37,0.0355
2024-06-06,20,Ward_E,PUMP_E01,43.77,0.035
2024-06-06,21,Ward_A,PUMP_A01,52.42,0.0419
2024-06-06,21,Ward_B,PUMP_B01,44.88,0.0359
2024-06-06,21,Ward_C,PUMP_C01,57.02,0.0456
2024-06-06,21,Ward_D,PUMP_D01,41.67,0.0333
2024-06-06,21,Ward_E,PUMP_E01,56.79,0.0454
2024-06-06,22,Ward_A,PUMP_A01,50.84,0.0407
2024-06-06,22,Ward_B,PUMP_B01,49.61,0.0397
2024-06-06,22,Ward_C,PUMP_C01,47.82,0.0383
2024-06-06,22,Ward_D,PUMP_D01,51.6,0.0413
2024-06-06,22,Ward_E,PUMP_E01,49.85,0.0399
2024-06-06,23,Ward_A,PUMP_A01,54.41,0.0435
2024-06-06,23,Ward_B,PUMP_B01,50.46,0.0404
2024-06-06,23,Ward_C,PUMP_C01,50.6,0.0405
2024-06-06,23,Ward_D,PUMP_D01,48.55,0.0388
2024-06-06,23,Ward_E,PUMP_E01,49.77,0.0398
2024-06-07,0,Ward_A,PUMP_A01,51.23,0.041
2024-06-07,0,Ward_B,PUMP_B01,43.16,0.0345
2024-06-07,0,Ward_C,PUMP_C01,44.61,0.0357
2024-06-07,0,Ward_D,PUMP_D01,52.97,0.0424
2024-06-07,0,Ward_E,PUMP_E01,50.68,0.0405
2024-06-07,1,Ward_A,PUMP_A01,49.26,0.0394
2024-06-07,1,Ward_B,PUMP_B01,50.07,0.0401
2024-06-07,1,Ward_C,PUMP_C01,51.39,0.0411
2024-06-07,1,Ward_D,PUMP_D01,47.84,0.0383
2024-06-07,1,Ward_E,PUMP_E01,46.89,0.0375
2024-06-07,2,Ward_A,PUMP_A01,50.78,0.0406
2024-06-07,2,Ward_B,PUMP_B01,46.09,0.0369
2024-06-07,2,Ward_C,PUMP_C01,51.63,0.0413
2024-06-07,2,Ward_D,PUMP_D01,43.19,0.0346
2024-06-07,2,Ward_E,PUMP_E01,54.12,0.0433
2024-06-07,3,Ward_A,PUMP_A01,51.89,0.0415
2024-06-07,3,Ward_B,PUMP_B01,51.02,0.0408
2024-06-07,3,Ward_C,PUMP_C01,53.93,0.0431
2024-06-07,3,Ward_D,PUMP_D01,56.66,0.0453
2024-06-07,3,Ward_E,PUMP_E01,54.06,0.0432
2024-06-07,4,Ward_A,PUMP_A01,42.64,0.0341
2024-06-07,4,Ward_B,PUMP_B01,44.88,0.0359
2024-06-07,4,Ward_C,PUMP_C01,47.5,0.038
2024-06-07,4,Ward_D,PUMP_D01,50.1,0.0401
2024-06-07,4,Ward_E,PUMP_E01,52.07,0.0417
2024-06-07,5,Ward_A,PUMP_A01,47.1,0.0377
2024-06-07,5,Ward_B,PUMP_B01,50.75,0.0406
2024-06-07,5,Ward_C,PUMP_C01,46.98,0.0376
2024-06-07,5,Ward_D,PUMP_D01,47.55,0.038
2024-06-07,5,Ward_E,PUMP_E01,44.37,0.0355
2024-06-07,6,Ward_A,PUMP_A01,463.07,0.3705
2024-06-07,6,Ward_B,PUMP_B01,445.93,0.3567
2024-06-07,6,Ward_C,PUMP_C01,460.97,0.3688
2024-06-07,6,Ward_D,PUMP_D01,542.15,0.4337
2024-06-07,6,Ward_E,PUMP_E01,462.02,0.3696
2024-06-07,7,Ward_A,PUMP_A01,605.3,0.4842
2024-06-07,7,Ward_B,PUMP_B01,519.73,0.4158
2024-06-07,7,Ward_C,PUMP_C01,507.39,0.4059
2024-06-07,7,Ward_D,PUMP_D01,465.67,0.3725
2024-06-07,7,Ward_E,PUMP_E01,528.01,0.4224
2024-06-07,8,Ward_A,PUMP_A01,476.97,0.3816
2024-06-07,8,Ward_B,PUMP_B01,504.88,0.4039
2024-06-07,8,Ward_C,PUMP_C01,602.4,0.4819
2024-06-07,8,Ward_D,PUMP_D01,496.16,0.3969
2024-06-07,8,Ward_E,PUMP_E01,545.97,0.4368
2024-06-07,9,Ward_A,PUMP_A01,47.19,0.0377
2024-06-07,9,Ward_B,PUMP_B01,49.86,0.0399
2024-06-07,9,Ward_C,PUMP_C01,57.08,0.0457
2024-06-07,9,Ward_D,PUMP_D01,47.49,0.038
2024-06-07,9,Ward_E,PUMP_E01,57.25,0.0458
2024-06-07,10,Ward_A,PUMP_A01,52.83,0.0423
2024-06-07,10,Ward_B,PUMP_B01,47.75,0.0382
2024-06-07,10,Ward_C,PUMP_C01,52.53,0.042
2024-06-07,10,Ward_D,PUMP_D01,53.89,0.0431
2024-06-07,10,Ward_E,PUMP_E01,52.49,0.042
2024-06-07,11,Ward_A,PUMP_A01,43.72,0.035
2024-06-07,11,Ward_B,PUMP_B01,47.09,0.0377
2024-06-07,11,Ward_C,PUMP_C01,49.01,0.0392
2024-06-07,11,Ward_D,PUMP_D01,49.7,0.0398
2024-06-07,11,Ward_E,PUMP_E01,52.48,0.042
2024-06-07,12,Ward_A,PUMP_A01,50.71,0.0406
2024-06-07,12,Ward_B,PUMP_B01,44.66,0.0357
2024-06-07,12,Ward_C,PUMP_C01,51.52,0.0412
2024-06-07,12,Ward_D,PUMP_D01,52.44,0.042
2024-06-07,12,Ward_E,PUMP_E01,52.24,0.0418
2024-06-07,13,Ward_A,PUMP_A01,54.32,0.0435
2024-06-07,13,Ward_B,PUMP_B01,53.34,0.0427
2024-06-07,13,Ward_C,PUMP_C01,51.84,0.0415
2024-06-07,13,Ward_D,PUMP_D01,49.72,0.0398
2024-06-07,13,Ward_E,PUMP_E01,43.36,0.0347
2024-06-07,14,Ward_A,PUMP_A01,51.72,0.0414
2024-06-07,14,Ward_B,PUMP_B01,50.83,0.0407
2024-06-07,14,Ward_C,PUMP_C01,51.09,0.0409
2024-06-07,14,Ward_D,PUMP_D01,44.89,0.0359
2024-06-07,14,Ward_E,PUMP_E01,45.68,0.0365
2024-06-07,15,Ward_A,PUMP_A01,54.21,0.0434
2024-06-07,15,Ward_B,PUMP_B01,49.84,0.0399
2024-06-07,15,Ward_C,PUMP_C01,52.73,0.0422
2024-06-07,15,Ward_D,PUMP_D01,50.11,0.0401
2024-06-07,15,Ward_E,PUMP_E01,50.12,0.0401
2024-06-07,16,Ward_A,PUMP_A01,53.75,0.043
2024-06-07,16,Ward_B,PUMP_B01,47.94,0.0383
2024-06-07,16,Ward_C,PUMP_C01,50.38,0.0403
2024-06-07,16,Ward_D,PUMP_D01,48.15,0.0385
2024-06-07,16,Ward_E,PUMP_E01,48.26,0.0386
2024-06-07,17,Ward_A,PUMP_A01,487.63,0.3901
2024-06-07,17,Ward_B,PUMP_B01,508.89,0.4071
2024-06-07,17,Ward_C,PUMP_C01,480.85,0.3847
2024-06-07,17,Ward_D,PUMP_D01,550.23,0.4402
2024-06-07,17,Ward_E,PUMP_E01,464.22,0.3714
2024-06-07,18,Ward_A,PUMP_A01,492.53,0.394
2024-06-07,18,Ward_B,PUMP_B01,482.41,0.3859
2024-06-07,18,Ward_C,PUMP_C01,557.88,0.4463
2024-06-07,18,Ward_D,PUMP_D01,507.86,0.4063
2024-06-07,18,Ward_E,PUMP_E01,541.27,0.433
2024-06-07,19,Ward_A,PUMP_A01,440.58,0.3525
2024-06-07,19,Ward_B,PUMP_B01,510.68,0.4085
2024-06-07,19,Ward_C,PUMP_C01,535.59,0.4285
2024-06-07,19,Ward_D,PUMP_D01,503.29,0.4026
2024-06-07,19,Ward_E,PUMP_E01,542.62,0.4341
2024-06-07,20,Ward_A,PUMP_A01,47.93,0.0383
2024-06-07,20,Ward_B,PUMP_B01,55.64,0.0445
2024-06-07,20,Ward_C,PUMP_C01,59.2,0.0474
2024-06-07,20,Ward_D,PUMP_D01,48.55,0.0388
2024-06-07,20,Ward_E,PUMP_E01,48.22,0.0386
2024-06-07,21,Ward_A,PUMP_A01,55.81,0.0447
2024-06-07,21,Ward_B,PUMP_B01,56.32,0.0451
2024-06-07,21,Ward_C,PUMP_C01,47.91,0.0383
2024-06-07,21,Ward_D,PUMP_D01,48.32,0.0387
2024-06-07,21,Ward_E,PUMP_E01,48.87,0.0391
2024-06-07,22,Ward_A,PUMP_A01,44.62,0.0357
2024-06-07,22,Ward_B,PUMP_B01,46.33,0.0371
2024-06-07,22,Ward_C,PUMP_C01,45.98,0.0368
2024-06-07,22,Ward_D,PUMP_D01,46.93,0.0375
2024-06-07,22,Ward_E,PUMP_E01,49.86,0.0399
2024-06-07,23,Ward_A,PUMP_A01,50.94,0.0407
2024-06-07,23,Ward_B,PUMP_B01,56.2,0.045
2024-06-07,23,Ward_C,PUMP_C01,46.01,0.0368
2024-06-07,23,Ward_D,PUMP_D01,53.94,0.0431
2024-06-07,23,Ward_E,PUMP_E01,49.14,0.0393
2024-06-08,0,Ward_A,PUMP_A01,49.8,0.0398
2024-06-08,0,Ward_B,PUMP_B01,52.7,0.0422
2024-06-08,0,Ward_C,PUMP_C01,45.51,0.0364
2024-06-08,0,Ward_D,PUMP_D01,51.53,0.0412
2024-06-08,0,Ward_E,PUMP_E01,50.67,0.0405
2024-06-08,1,Ward_A,PUMP_A01,51.97,0.0416
2024-06-08,1,Ward_B,PUMP_B01,51.16,0.0409
2024-06-08,1,Ward_C,PUMP_C01,59.82,0.0479
2024-06-08,1,Ward_D,PUMP_D01,47.45,0.038
2024-06-08,1,Ward_E,PUMP_E01,47.88,0.0383
2024-06-08,2,Ward_A,PUMP_A01,47.51,0.038
2024-06-08,2,Ward_B,PUMP_B01,47.78,0.0382
2024-06-08,2,Ward_C,PUMP_C01,47.45,0.038
2024-06-08,2,Ward_D,PUMP_D01,54.76,0.0438
2024-06-08,2,Ward_E,PUMP_E01,55.68,0.0445
2024-06-08,3,Ward_A,PUMP_A01,47.72,0.0382
2024-06-08,3,Ward_B,PUMP_B01,46.67,0.0373
2024-06-08,3,Ward_C,PUMP_C01,51.89,0.0415
2024-06-08,3,Ward_D,PUMP_D01,47.79,0.0382
2024-06-08,3,Ward_E,PUMP_E01,52.53,0.042
2024-06-08,4,Ward_A,PUMP_A01,50.81,0.0406
2024-06-08,4,Ward_B,PUMP_B01,43.94,0.0351
2024-06-08,4,Ward_C,PUMP_C01,56.19,0.045
2024-06-08,4,Ward_D,PUMP_D01,57.18,0.0457
2024-06-08,4,Ward_E,PUMP_E01,47.55,0.038
2024-06-08,5,Ward_A,PUMP_A01,48.45,0.0388
2024-06-08,5,Ward_B,PUMP_B01,51.14,0.0409
2024-06-08,5,Ward_C,PUMP_C01,51.34,0.0411
2024-06-08,5,Ward_D,PUMP_D01,52.63,0.0421
2024-06-08,5,Ward_E,PUMP_E01,58.04,0.0464
2024-06-08,6,Ward_A,PUMP_A01,492.92,0.3943
2024-06-08,6,Ward_B,PUMP_B01,468.07,0.3745
2024-06-08,6,Ward_C,PUMP_C01,444.83,0.3559
2024-06-08,6,Ward_D,PUMP_D01,470.76,0.3766
2024-06-08,6,Ward_E,PUMP_E01,498.67,0.3989
